timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662936011276,12749,Petición a postgres,500,Internal Server Error,Postgres 1-51,text,false,,168789,162,100,100,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,12417,0,7102
1662936011293,12886,Petición a postgres,500,Internal Server Error,Postgres 1-53,text,false,,168789,162,99,99,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,12548,0,7110
1662936011324,12923,Petición a postgres,500,Internal Server Error,Postgres 1-56,text,false,,168789,162,98,98,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,12575,0,7114
1662936011286,13077,Petición a postgres,500,Internal Server Error,Postgres 1-52,text,false,,168789,162,97,97,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,12726,0,7117
1662936011598,12881,Petición a postgres,500,Internal Server Error,Postgres 1-83,text,false,,168789,162,96,96,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,12533,0,1107
1662936011606,13154,Petición a postgres,500,Internal Server Error,Postgres 1-84,text,false,,168789,162,95,95,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,12823,0,1107
1662936010849,56398,Petición a postgres,200,OK,Postgres 1-8,text,true,,4368,162,94,94,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,56293,0,122
1662936010857,58278,Petición a postgres,200,OK,Postgres 1-9,text,true,,4368,162,93,93,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,58176,0,114
1662936010840,59785,Petición a postgres,200,OK,Postgres 1-6,text,true,,4368,162,92,92,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,59676,0,129
1662936010840,60402,Petición a postgres,200,OK,Postgres 1-2,text,true,,4368,162,91,91,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,60300,0,129
1662936010840,60594,Petición a postgres,200,OK,Postgres 1-3,text,true,,4368,162,90,90,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,60491,0,142
1662936010840,60746,Petición a postgres,200,OK,Postgres 1-4,text,true,,4368,162,89,89,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,60646,0,131
1662936010840,60846,Petición a postgres,200,OK,Postgres 1-7,text,true,,4368,162,88,88,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,60740,0,142
1662936010840,61120,Petición a postgres,200,OK,Postgres 1-1,text,true,,4368,162,87,87,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61016,0,142
1662936010840,61430,Petición a postgres,200,OK,Postgres 1-5,text,true,,4368,162,86,86,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61323,0,143
1662936010862,61423,Petición a postgres,200,OK,Postgres 1-10,text,true,,4368,162,85,85,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61320,0,120
1662936010882,61423,Petición a postgres,200,OK,Postgres 1-12,text,true,,4368,162,84,84,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61321,0,111
1662936010897,61461,Petición a postgres,200,OK,Postgres 1-13,text,true,,4368,162,83,83,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61362,0,104
1662936010873,61553,Petición a postgres,200,OK,Postgres 1-11,text,true,,4368,162,82,82,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61449,0,110
1662936010934,61755,Petición a postgres,200,OK,Postgres 1-17,text,true,,4368,162,81,81,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61652,0,107
1662936010966,61743,Petición a postgres,200,OK,Postgres 1-20,text,true,,4368,162,80,80,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61635,0,106
1662936010927,61804,Petición a postgres,200,OK,Postgres 1-16,text,true,,4368,162,79,79,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61703,0,100
1662936010947,61898,Petición a postgres,200,OK,Postgres 1-18,text,true,,4368,162,78,78,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61795,0,106
1662936010907,61948,Petición a postgres,200,OK,Postgres 1-14,text,true,,4368,162,77,77,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61840,0,102
1662936010978,61940,Petición a postgres,200,OK,Postgres 1-21,text,true,,4368,162,76,76,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61823,0,109
1662936010918,62083,Petición a postgres,200,OK,Postgres 1-15,text,true,,4368,162,75,75,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61981,0,109
1662936010987,62046,Petición a postgres,200,OK,Postgres 1-22,text,true,,4368,162,74,74,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,61933,0,110
1662936010956,62114,Petición a postgres,200,OK,Postgres 1-19,text,true,,4368,162,73,73,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62007,0,104
1662936011003,62308,Petición a postgres,200,OK,Postgres 1-24,text,true,,4368,162,72,72,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62208,0,105
1662936011027,62606,Petición a postgres,200,OK,Postgres 1-26,text,true,,4368,162,71,71,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62508,0,107
1662936011073,62697,Petición a postgres,200,OK,Postgres 1-31,text,true,,4368,162,70,70,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62589,0,109
1662936011063,62849,Petición a postgres,200,OK,Postgres 1-30,text,true,,4368,162,69,69,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62745,0,102
1662936011166,62782,Petición a postgres,200,OK,Postgres 1-40,text,true,,4368,162,68,68,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62672,0,110
1662936011043,62928,Petición a postgres,200,OK,Postgres 1-28,text,true,,4368,162,67,67,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62816,0,101
1662936011124,62889,Petición a postgres,200,OK,Postgres 1-36,text,true,,4368,162,66,66,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62787,0,108
1662936011222,62896,Petición a postgres,200,OK,Postgres 1-46,text,true,,4368,162,65,65,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62794,0,97
1662936011615,62559,Petición a postgres,200,OK,Postgres 1-85,text,true,,4368,162,64,64,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62448,0,103
1662936011014,63237,Petición a postgres,200,OK,Postgres 1-25,text,true,,4368,162,63,63,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63133,0,99
1662936011383,62886,Petición a postgres,200,OK,Postgres 1-62,text,true,,4368,162,62,62,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62780,0,111
1662936011415,62875,Petición a postgres,200,OK,Postgres 1-65,text,true,,4368,162,61,61,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62767,0,106
1662936011103,63241,Petición a postgres,200,OK,Postgres 1-34,text,true,,4368,162,60,60,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63136,0,102
1662936011408,62985,Petición a postgres,200,OK,Postgres 1-64,text,true,,4368,162,59,59,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62877,0,113
1662936011658,62791,Petición a postgres,200,OK,Postgres 1-89,text,true,,4368,162,58,58,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62684,0,107
1662936011036,63438,Petición a postgres,200,OK,Postgres 1-27,text,true,,4368,162,57,57,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63334,0,102
1662936011363,63164,Petición a postgres,200,OK,Postgres 1-60,text,true,,4368,162,56,56,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63067,0,108
1662936011628,62948,Petición a postgres,200,OK,Postgres 1-86,text,true,,4368,162,55,55,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,62835,0,105
1662936011397,63212,Petición a postgres,200,OK,Postgres 1-63,text,true,,4368,162,54,54,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63105,0,113
1662936010996,63613,Petición a postgres,200,OK,Postgres 1-23,text,true,,4368,162,54,54,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63515,0,101
1662936011177,63461,Petición a postgres,200,OK,Postgres 1-41,text,true,,4368,162,52,52,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63359,0,99
1662936011146,63587,Petición a postgres,200,OK,Postgres 1-38,text,true,,4368,162,51,51,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63482,0,98
1662936011637,63206,Petición a postgres,200,OK,Postgres 1-87,text,true,,4368,162,50,50,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63102,0,102
1662936011716,63186,Petición a postgres,200,OK,Postgres 1-95,text,true,,4368,162,49,49,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63075,0,99
1662936011537,63505,Petición a postgres,200,OK,Postgres 1-77,text,true,,4368,162,48,48,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63405,0,1109
1662936011762,63348,Petición a postgres,200,OK,Postgres 1-100,text,true,,4368,162,47,47,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63245,0,1100
1662936011245,63906,Petición a postgres,200,OK,Postgres 1-48,text,true,,4368,162,46,46,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63800,0,1102
1662936011096,64065,Petición a postgres,200,OK,Postgres 1-33,text,true,,4368,162,45,45,http://54.236.31.76:8000/customQuery/?from=1622523600&to=1625115600,63962,0,101
